date,equity,cash,open_positions,peak,drawdown
2016-03-23,100000.0,100000.0,0,100000.0,0.0
2016-03-24,100000.0,100000.0,0,100000.0,0.0
2016-03-28,100000.0,100000.0,0,100000.0,0.0
2016-03-29,100000.0,100000.0,0,100000.0,0.0
2016-03-30,100000.0,100000.0,0,100000.0,0.0
2016-03-31,100000.0,100000.0,0,100000.0,0.0
2016-04-01,100000.0,100000.0,0,100000.0,0.0
2016-04-04,100000.0,100000.0,0,100000.0,0.0
2016-04-05,100000.0,100000.0,0,100000.0,0.0
2016-04-06,100000.0,100000.0,0,100000.0,0.0
2016-04-07,100000.0,100000.0,0,100000.0,0.0
2016-04-08,100000.0,100000.0,0,100000.0,0.0
2016-04-11,100000.0,100000.0,0,100000.0,0.0
2016-04-12,100000.0,100000.0,0,100000.0,0.0
2016-04-13,100000.0,100000.0,0,100000.0,0.0
2016-04-14,100000.0,100000.0,0,100000.0,0.0
2016-04-15,100000.0,100000.0,0,100000.0,0.0
2016-04-18,100000.0,100000.0,0,100000.0,0.0
2016-04-19,100000.0,100000.0,0,100000.0,0.0
2016-04-20,100000.0,100000.0,0,100000.0,0.0
2016-04-21,100000.0,100000.0,0,100000.0,0.0
2016-04-22,100000.0,100000.0,0,100000.0,0.0
2016-04-25,100000.0,100000.0,0,100000.0,0.0
2016-04-26,100000.0,100000.0,0,100000.0,0.0
2016-04-27,100000.0,100000.0,0,100000.0,0.0
2016-04-28,100000.0,100000.0,0,100000.0,0.0
2016-04-29,100000.0,100000.0,0,100000.0,0.0
2016-05-02,100000.0,100000.0,0,100000.0,0.0
2016-05-03,100000.0,100000.0,0,100000.0,0.0
2016-05-04,100000.0,100000.0,0,100000.0,0.0
2016-05-05,100000.0,100000.0,0,100000.0,0.0
2016-05-06,100000.0,100000.0,0,100000.0,0.0
2016-05-09,100000.0,100000.0,0,100000.0,0.0
2016-05-10,100000.0,100000.0,0,100000.0,0.0
2016-05-11,100000.0,100000.0,0,100000.0,0.0
2016-05-12,100000.0,100000.0,0,100000.0,0.0
2016-05-13,100000.0,100000.0,0,100000.0,0.0
2016-05-16,100000.0,100000.0,0,100000.0,0.0
2016-05-17,100000.0,100000.0,0,100000.0,0.0
2016-05-18,100000.0,100000.0,0,100000.0,0.0
2016-05-19,100000.0,100000.0,0,100000.0,0.0
2016-05-20,100000.0,100000.0,0,100000.0,0.0
2016-05-23,100000.0,100000.0,0,100000.0,0.0
2016-05-24,100000.0,100000.0,0,100000.0,0.0
2016-05-25,100000.0,100000.0,0,100000.0,0.0
2016-05-26,100000.0,100000.0,0,100000.0,0.0
2016-05-27,100000.0,100000.0,0,100000.0,0.0
2016-05-31,100000.0,100000.0,0,100000.0,0.0
2016-06-01,100000.0,100000.0,0,100000.0,0.0
2016-06-02,100000.0,100000.0,0,100000.0,0.0
2016-06-03,100000.0,100000.0,0,100000.0,0.0
2016-06-06,100000.0,100000.0,0,100000.0,0.0
2016-06-07,100000.0,100000.0,0,100000.0,0.0
2016-06-08,100000.0,100000.0,0,100000.0,0.0
2016-06-09,100000.0,100000.0,0,100000.0,0.0
2016-06-10,100000.0,100000.0,0,100000.0,0.0
2016-06-13,100000.0,100000.0,0,100000.0,0.0
2016-06-14,100000.0,100000.0,0,100000.0,0.0
2016-06-15,100000.0,100000.0,0,100000.0,0.0
2016-06-16,100000.0,100000.0,0,100000.0,0.0
2016-06-17,100000.0,100000.0,0,100000.0,0.0
2016-06-20,100000.0,100000.0,0,100000.0,0.0
2016-06-21,100000.0,100000.0,0,100000.0,0.0
2016-06-22,100000.0,100000.0,0,100000.0,0.0
2016-06-23,100000.0,100000.0,0,100000.0,0.0
2016-06-24,100000.0,100000.0,0,100000.0,0.0
2016-06-27,100000.0,100000.0,0,100000.0,0.0
2016-06-28,100000.0,100000.0,0,100000.0,0.0
2016-06-29,100000.0,100000.0,0,100000.0,0.0
2016-06-30,100000.0,100000.0,0,100000.0,0.0
2016-07-01,100000.0,100000.0,0,100000.0,0.0
2016-07-05,100000.0,100000.0,0,100000.0,0.0
2016-07-06,100000.0,100000.0,0,100000.0,0.0
2016-07-07,100000.0,100000.0,0,100000.0,0.0
2016-07-08,100000.0,100000.0,0,100000.0,0.0
2016-07-11,100000.0,100000.0,0,100000.0,0.0
2016-07-12,100000.0,100000.0,0,100000.0,0.0
2016-07-13,100000.0,100000.0,0,100000.0,0.0
2016-07-14,100000.0,100000.0,0,100000.0,0.0
2016-07-15,100000.0,100000.0,0,100000.0,0.0
2016-07-18,100000.0,100000.0,0,100000.0,0.0
2016-07-19,100000.0,100000.0,0,100000.0,0.0
2016-07-20,100000.0,100000.0,0,100000.0,0.0
2016-07-21,100000.0,100000.0,0,100000.0,0.0
2016-07-22,100000.0,100000.0,0,100000.0,0.0
2016-07-25,100000.0,100000.0,0,100000.0,0.0
2016-07-26,100000.0,100000.0,0,100000.0,0.0
2016-07-27,100000.0,100000.0,0,100000.0,0.0
2016-07-28,100000.0,100000.0,0,100000.0,0.0
2016-07-29,100000.0,100000.0,0,100000.0,0.0
2016-08-01,100000.0,100000.0,0,100000.0,0.0
2016-08-02,100000.0,100000.0,0,100000.0,0.0
2016-08-03,100000.0,100000.0,0,100000.0,0.0
2016-08-04,100000.0,100000.0,0,100000.0,0.0
2016-08-05,100000.0,100000.0,0,100000.0,0.0
2016-08-08,100000.0,100000.0,0,100000.0,0.0
2016-08-09,100000.0,100000.0,0,100000.0,0.0
2016-08-10,100000.0,100000.0,0,100000.0,0.0
2016-08-11,100000.0,100000.0,0,100000.0,0.0
2016-08-12,100000.0,100000.0,0,100000.0,0.0
2016-08-15,100000.0,100000.0,0,100000.0,0.0
2016-08-16,100000.0,100000.0,0,100000.0,0.0
2016-08-17,100000.0,100000.0,0,100000.0,0.0
2016-08-18,100000.0,100000.0,0,100000.0,0.0
2016-08-19,100000.0,100000.0,0,100000.0,0.0
2016-08-22,100000.0,100000.0,0,100000.0,0.0
2016-08-23,100000.0,100000.0,0,100000.0,0.0
2016-08-24,100000.0,100000.0,0,100000.0,0.0
2016-08-25,100000.0,100000.0,0,100000.0,0.0
2016-08-26,100000.0,100000.0,0,100000.0,0.0
2016-08-29,100000.0,100000.0,0,100000.0,0.0
2016-08-30,100000.0,100000.0,0,100000.0,0.0
2016-08-31,100000.0,100000.0,0,100000.0,0.0
2016-09-01,100000.0,100000.0,0,100000.0,0.0
2016-09-02,100000.0,100000.0,0,100000.0,0.0
2016-09-06,100000.0,100000.0,0,100000.0,0.0
2016-09-07,100000.0,100000.0,0,100000.0,0.0
2016-09-08,100000.0,100000.0,0,100000.0,0.0
2016-09-09,100000.0,100000.0,0,100000.0,0.0
2016-09-12,100000.0,100000.0,0,100000.0,0.0
2016-09-13,100000.0,100000.0,0,100000.0,0.0
2016-09-14,100000.0,100000.0,0,100000.0,0.0
2016-09-15,100000.0,100000.0,0,100000.0,0.0
2016-09-16,100000.0,100000.0,0,100000.0,0.0
2016-09-19,100000.0,100000.0,0,100000.0,0.0
2016-09-20,100000.0,100000.0,0,100000.0,0.0
2016-09-21,100000.0,100000.0,0,100000.0,0.0
2016-09-22,100000.0,100000.0,0,100000.0,0.0
2016-09-23,100000.0,100000.0,0,100000.0,0.0
2016-09-26,100000.0,100000.0,0,100000.0,0.0
2016-09-27,100000.0,100000.0,0,100000.0,0.0
2016-09-28,100000.0,100000.0,0,100000.0,0.0
2016-09-29,100000.0,100000.0,0,100000.0,0.0
2016-09-30,100000.0,100000.0,0,100000.0,0.0
2016-10-03,100000.0,100000.0,0,100000.0,0.0
2016-10-04,100000.0,100000.0,0,100000.0,0.0
2016-10-05,100000.0,100000.0,0,100000.0,0.0
2016-10-06,100000.0,100000.0,0,100000.0,0.0
2016-10-07,100000.0,100000.0,0,100000.0,0.0
2016-10-10,100000.0,100000.0,0,100000.0,0.0
2016-10-11,100000.0,100000.0,0,100000.0,0.0
2016-10-12,100000.0,100000.0,0,100000.0,0.0
2016-10-13,100000.0,100000.0,0,100000.0,0.0
2016-10-14,100000.0,100000.0,0,100000.0,0.0
2016-10-17,100000.0,100000.0,0,100000.0,0.0
2016-10-18,100000.0,100000.0,0,100000.0,0.0
2016-10-19,100000.0,100000.0,0,100000.0,0.0
2016-10-20,100000.0,100000.0,0,100000.0,0.0
2016-10-21,100000.0,100000.0,0,100000.0,0.0
2016-10-24,100000.0,100000.0,0,100000.0,0.0
2016-10-25,100000.0,100000.0,0,100000.0,0.0
2016-10-26,100000.0,100000.0,0,100000.0,0.0
2016-10-27,100000.0,100000.0,0,100000.0,0.0
2016-10-28,100000.0,100000.0,0,100000.0,0.0
2016-10-31,100000.0,100000.0,0,100000.0,0.0
2016-11-01,100000.0,100000.0,0,100000.0,0.0
2016-11-02,100000.0,100000.0,0,100000.0,0.0
2016-11-03,100000.0,100000.0,0,100000.0,0.0
2016-11-04,100000.0,100000.0,0,100000.0,0.0
2016-11-07,100000.0,100000.0,0,100000.0,0.0
2016-11-08,100000.0,100000.0,0,100000.0,0.0
2016-11-09,100000.0,100000.0,0,100000.0,0.0
2016-11-10,100000.0,100000.0,0,100000.0,0.0
2016-11-11,100000.0,100000.0,0,100000.0,0.0
2016-11-14,100000.0,100000.0,0,100000.0,0.0
2016-11-15,100000.0,100000.0,0,100000.0,0.0
2016-11-16,100000.0,100000.0,0,100000.0,0.0
2016-11-17,100000.0,100000.0,0,100000.0,0.0
2016-11-18,100000.0,100000.0,0,100000.0,0.0
2016-11-21,100000.0,100000.0,0,100000.0,0.0
2016-11-22,100000.0,100000.0,0,100000.0,0.0
2016-11-23,100000.0,100000.0,0,100000.0,0.0
2016-11-25,100000.0,100000.0,0,100000.0,0.0
2016-11-28,100000.0,100000.0,0,100000.0,0.0
2016-11-29,100000.0,100000.0,0,100000.0,0.0
2016-11-30,100000.0,100000.0,0,100000.0,0.0
2016-12-01,100000.0,100000.0,0,100000.0,0.0
2016-12-02,100000.0,100000.0,0,100000.0,0.0
2016-12-05,100000.0,100000.0,0,100000.0,0.0
2016-12-06,100000.0,100000.0,0,100000.0,0.0
2016-12-07,100000.0,100000.0,0,100000.0,0.0
2016-12-08,100000.0,100000.0,0,100000.0,0.0
2016-12-09,100000.0,100000.0,0,100000.0,0.0
2016-12-12,100000.0,100000.0,0,100000.0,0.0
2016-12-13,100000.0,100000.0,0,100000.0,0.0
2016-12-14,100000.0,100000.0,0,100000.0,0.0
2016-12-15,100000.0,100000.0,0,100000.0,0.0
2016-12-16,100000.0,100000.0,0,100000.0,0.0
2016-12-19,100000.0,100000.0,0,100000.0,0.0
2016-12-20,100000.0,100000.0,0,100000.0,0.0
2016-12-21,100000.0,100000.0,0,100000.0,0.0
2016-12-22,100000.0,100000.0,0,100000.0,0.0
2016-12-23,100000.0,100000.0,0,100000.0,0.0
2016-12-27,100000.0,100000.0,0,100000.0,0.0
2016-12-28,100000.0,100000.0,0,100000.0,0.0
2016-12-29,100000.0,100000.0,0,100000.0,0.0
2016-12-30,100000.0,100000.0,0,100000.0,0.0
2017-01-03,100000.0,100000.0,0,100000.0,0.0
2017-01-04,100000.0,100000.0,0,100000.0,0.0
2017-01-05,100000.0,100000.0,0,100000.0,0.0
2017-01-06,100000.0,100000.0,0,100000.0,0.0
2017-01-09,100000.0,100000.0,0,100000.0,0.0
2017-01-10,100000.0,100000.0,0,100000.0,0.0
2017-01-11,100000.0,100000.0,0,100000.0,0.0
2017-01-12,100000.0,100000.0,0,100000.0,0.0
2017-01-13,100000.0,100000.0,0,100000.0,0.0
2017-01-17,100000.0,100000.0,0,100000.0,0.0
2017-01-18,100000.0,100000.0,0,100000.0,0.0
2017-01-19,100000.0,100000.0,0,100000.0,0.0
2017-01-20,100000.0,100000.0,0,100000.0,0.0
2017-01-23,100000.0,100000.0,0,100000.0,0.0
2017-01-24,100000.0,100000.0,0,100000.0,0.0
2017-01-25,100000.0,100000.0,0,100000.0,0.0
2017-01-26,100000.0,100000.0,0,100000.0,0.0
2017-01-27,100000.0,100000.0,0,100000.0,0.0
2017-01-30,100000.0,100000.0,0,100000.0,0.0
2017-01-31,100000.0,100000.0,0,100000.0,0.0
2017-02-01,100000.0,100000.0,0,100000.0,0.0
2017-02-02,100000.0,100000.0,0,100000.0,0.0
2017-02-03,100000.0,100000.0,0,100000.0,0.0
2017-02-06,100000.0,100000.0,0,100000.0,0.0
2017-02-07,100000.0,100000.0,0,100000.0,0.0
2017-02-08,100000.0,100000.0,0,100000.0,0.0
2017-02-09,100000.0,100000.0,0,100000.0,0.0
2017-02-10,100000.0,100000.0,0,100000.0,0.0
2017-02-13,100000.0,100000.0,0,100000.0,0.0
2017-02-14,100000.0,100000.0,0,100000.0,0.0
2017-02-15,100000.0,100000.0,0,100000.0,0.0
2017-02-16,100000.0,100000.0,0,100000.0,0.0
2017-02-17,100000.0,100000.0,0,100000.0,0.0
2017-02-21,100000.0,100000.0,0,100000.0,0.0
2017-02-22,100000.0,100000.0,0,100000.0,0.0
2017-02-23,100000.0,100000.0,0,100000.0,0.0
2017-02-24,100000.0,100000.0,0,100000.0,0.0
2017-02-27,100000.0,100000.0,0,100000.0,0.0
2017-02-28,100000.0,100000.0,0,100000.0,0.0
2017-03-01,99900.0999000999,0.0,5,100000.0,-0.0009990009990009652
2017-03-02,96792.90497809005,0.0,5,100000.0,-0.03207095021909945
2017-03-03,96853.81567206133,0.0,5,100000.0,-0.031461843279386614
2017-03-06,96816.20460563857,0.0,5,100000.0,-0.03183795394361422
2017-03-07,96083.32259018833,0.0,5,100000.0,-0.03916677409811675
2017-03-08,93876.52104160927,0.0,5,100000.0,-0.06123478958390727
2017-03-09,93909.42599859528,0.0,5,100000.0,-0.06090574001404714
2017-03-10,93860.5284004194,0.0,5,100000.0,-0.06139471599580604
2017-03-13,94922.7417092141,0.0,5,100000.0,-0.05077258290785902
2017-03-14,93242.50141104392,0.0,5,100000.0,-0.06757498588956079
2017-03-15,96127.92403650613,0.0,5,100000.0,-0.038720759634938706
2017-03-16,95395.64146771628,0.0,5,100000.0,-0.046043585322837144
2017-03-17,95447.31985758086,0.0,5,100000.0,-0.04552680142419141
2017-03-20,96967.26716017185,0.0,5,100000.0,-0.03032732839828156
2017-03-21,94510.11410321014,0.0,5,100000.0,-0.05489885896789859
2017-03-22,95538.63502107184,0.0,5,100000.0,-0.04461364978928162
2017-03-23,95632.1537797417,0.0,5,100000.0,-0.04367846220258298
2017-03-24,95977.02641159511,0.0,5,100000.0,-0.04022973588404888
2017-03-27,94986.81458653287,0.0,5,100000.0,-0.05013185413467125
2017-03-28,96405.65047124567,0.0,5,100000.0,-0.03594349528754337
2017-03-29,97761.90750813468,0.0,5,100000.0,-0.022380924918653178
2017-03-30,98866.55273529196,0.0,5,100000.0,-0.011334472647080429
2017-03-31,99875.61201270287,0.0,5,100000.0,-0.0012438798729712541
2017-04-03,99312.99456221142,19.74741025176263,5,100000.0,-0.0068700543778857925
2017-04-04,98396.39239149934,19.74741025176263,5,100000.0,-0.01603607608500668
2017-04-05,97528.0340278378,19.74741025176263,5,100000.0,-0.024719659721622045
2017-04-06,98769.4263667191,19.74741025176263,5,100000.0,-0.01230573633280907
2017-04-07,98357.08791228628,19.74741025176263,5,100000.0,-0.016429120877137215
2017-04-10,97699.97370427629,19.74741025176263,5,100000.0,-0.023000262957237116
2017-04-11,97164.63354350478,19.74741025176263,5,100000.0,-0.02835366456495214
2017-04-12,95421.47111457141,19.74741025176263,5,100000.0,-0.0457852888542859
2017-04-13,94581.17832504542,19.74741025176263,5,100000.0,-0.05418821674954588
2017-04-17,96072.87726833306,19.74741025176263,5,100000.0,-0.03927122731666943
2017-04-18,95807.52504401427,19.74741025176263,5,100000.0,-0.041924749559857255
2017-04-19,95701.14462617727,19.74741025176263,5,100000.0,-0.0429885537382273
2017-04-20,96554.23224681479,19.74741025176263,5,100000.0,-0.03445767753185214
2017-04-21,96324.24747677121,19.74741025176263,5,100000.0,-0.036757525232287924
2017-04-24,96223.0304788773,19.74741025176263,5,100000.0,-0.03776969521122697
2017-04-25,97454.4970344525,19.74741025176263,5,100000.0,-0.02545502965547497
2017-04-26,97053.4293485565,19.74741025176263,5,100000.0,-0.02946570651443503
2017-04-27,97188.75941408906,19.74741025176263,5,100000.0,-0.028112405859109457
2017-04-28,96673.42784073122,19.74741025176263,5,100000.0,-0.033265721592687814
2017-05-01,97801.83956473548,53.915307135186595,5,100000.0,-0.02198160435264518
2017-05-02,96508.74447325505,53.915307135186595,5,100000.0,-0.03491255526744952
2017-05-03,96979.32503159535,53.915307135186595,5,100000.0,-0.030206749684046463
2017-05-04,95878.83446791323,53.915307135186595,5,100000.0,-0.04121165532086768
2017-05-05,96944.70141281413,53.915307135186595,5,100000.0,-0.03055298587185873
2017-05-08,97382.66698690037,53.915307135186595,5,100000.0,-0.02617333013099632
2017-05-09,97531.895298485,53.915307135186595,5,100000.0,-0.02468104701514995
2017-05-10,102135.87961956118,53.915307135186595,5,102135.87961956118,0.0
2017-05-11,102742.20853088328,53.915307135186595,5,102742.20853088328,0.0
2017-05-12,102350.29258321325,53.915307135186595,5,102742.20853088328,-0.0038145563860662035
2017-05-15,104157.21524101245,53.915307135186595,5,104157.21524101245,0.0
2017-05-16,104506.05947496963,53.915307135186595,5,104506.05947496963,0.0
2017-05-17,99031.3725906189,53.915307135186595,5,104506.05947496963,-0.05238631053409848
2017-05-18,100677.40941036717,53.915307135186595,5,104506.05947496963,-0.03663567532674472
2017-05-19,102828.54818734189,53.915307135186595,5,104506.05947496963,-0.016051808823865588
2017-05-22,103672.99026800808,53.915307135186595,5,104506.05947496963,-0.007971491903405625
2017-05-23,104388.41504835695,53.915307135186595,5,104506.05947496963,-0.0011257187114671607
2017-05-24,104987.65964114689,53.915307135186595,5,104987.65964114689,0.0
2017-05-25,104941.90081617741,53.915307135186595,5,104987.65964114689,-0.0004358495572326371
2017-05-26,105585.26684630029,53.915307135186595,5,105585.26684630029,0.0
2017-05-30,105793.57092491662,53.915307135186595,5,105793.57092491662,0.0
2017-05-31,105155.87115864242,53.915307135186595,5,105793.57092491662,-0.006027774284382503
2017-06-01,105492.45810233918,21107.34046989125,4,105793.57092491662,-0.002846229879045814
2017-06-02,106230.02150110951,21107.34046989125,4,106230.02150110951,0.0
2017-06-05,106271.08003150113,21107.34046989125,4,106271.08003150113,0.0
2017-06-06,106257.80189026622,21107.34046989125,4,106271.08003150113,-0.00012494595172063416
2017-06-07,107496.79860387975,21107.34046989125,4,107496.79860387975,0.0
2017-06-08,109530.01552512623,21107.34046989125,4,109530.01552512623,0.0
2017-06-09,105319.7006054751,21107.34046989125,4,109530.01552512623,-0.038439827653318326
2017-06-12,105193.4874551341,21107.34046989125,4,109530.01552512623,-0.039592143296988125
2017-06-13,106110.61363921888,21107.34046989125,4,109530.01552512623,-0.031218856945409157
2017-06-14,105060.18218786232,21107.34046989125,4,109530.01552512623,-0.0408092093827791
2017-06-15,104554.26193501527,21107.34046989125,4,109530.01552512623,-0.045428219527363534
2017-06-16,104192.56468070317,21107.34046989125,4,109530.01552512623,-0.04873048560098714
2017-06-19,106700.50555745888,21107.34046989125,4,109530.01552512623,-0.025833192427679896
2017-06-20,105592.03759893807,21107.34046989125,4,109530.01552512623,-0.035953413384523736
2017-06-21,107178.04194972393,21107.34046989125,4,109530.01552512623,-0.021473324587110598
2017-06-22,106981.38184503815,21107.34046989125,4,109530.01552512623,-0.02326881510852541
2017-06-23,106881.81502595764,21107.34046989125,4,109530.01552512623,-0.02417785194745181
2017-06-26,106639.30734534183,21107.34046989125,4,109530.01552512623,-0.02639192705237292
2017-06-27,103187.03330946417,21107.34046989125,4,109530.01552512623,-0.05791090401340249
2017-06-28,105041.88141265808,21107.34046989125,4,109530.01552512623,-0.04097629394965774
2017-06-29,102565.28529030166,21107.34046989125,4,109530.01552512623,-0.06358741210282093
2017-06-30,101011.73909910167,21107.34046989125,4,109530.01552512623,-0.07777116058264832
2017-07-03,99476.58194508337,39.87963677072548,5,109530.01552512623,-0.09178701867102912
2017-07-05,101960.97323920552,39.87963677072548,5,109530.01552512623,-0.0691047312431392
2017-07-06,101487.58874649319,39.87963677072548,5,109530.01552512623,-0.07342669258353307
2017-07-07,103003.56252207787,39.87963677072548,5,109530.01552512623,-0.059585977156656034
2017-07-10,105081.69850013983,39.87963677072548,5,109530.01552512623,-0.04061276722786511
2017-07-11,106868.20922687497,39.87963677072548,5,109530.01552512623,-0.024302071769912614
2017-07-12,108749.13347390293,39.87963677072548,5,109530.01552512623,-0.007129388665558678
2017-07-13,107830.59066481343,39.87963677072548,5,109530.01552512623,-0.015515608686487936
2017-07-14,109768.93622346206,39.87963677072548,5,109768.93622346206,0.0
2017-07-17,109498.22596467918,39.87963677072548,5,109768.93622346206,-0.0024661827662407765
2017-07-18,110030.41941564197,39.87963677072548,5,110030.41941564197,0.0
2017-07-19,109162.62208909422,39.87963677072548,5,110030.41941564197,-0.007886885564523993
2017-07-20,109420.57911930348,39.87963677072548,5,110030.41941564197,-0.005542469978550235
2017-07-21,109551.02322469401,39.87963677072548,5,110030.41941564197,-0.004356942320986934
2017-07-24,108665.57548899905,39.87963677072548,5,110030.41941564197,-0.012404241789601755
2017-07-25,107226.34144605145,39.87963677072548,5,110030.41941564197,-0.02548457039864649
2017-07-26,107945.0197635419,39.87963677072548,5,110030.41941564197,-0.01895293740744941
2017-07-27,105767.80861979706,39.87963677072548,5,110030.41941564197,-0.03874029398854528
2017-07-28,103488.24504361312,39.87963677072548,5,110030.41941564197,-0.059457869985169
2017-07-31,101770.1175995371,39.87963677072548,5,110030.41941564197,-0.07507289220539481
2017-08-01,101916.49588549818,59.14772256490687,5,110030.41941564197,-0.0737425484083023
2017-08-02,101576.37124463507,59.14772256490687,5,110030.41941564197,-0.07683373576057706
2017-08-03,101873.28274908739,59.14772256490687,5,110030.41941564197,-0.07413528649509948
2017-08-04,101214.08126588535,59.14772256490687,5,110030.41941564197,-0.08012637047626558
2017-08-07,103160.44730252764,59.14772256490687,5,110030.41941564197,-0.062437025593466866
2017-08-08,103296.33061988794,59.14772256490687,5,110030.41941564197,-0.061202064224765707
2017-08-09,103344.67556603854,59.14772256490687,5,110030.41941564197,-0.060762686219961615
2017-08-10,100418.09204172796,59.14772256490687,5,110030.41941564197,-0.08736063558572171
2017-08-11,100152.8988636853,59.14772256490687,5,110030.41941564197,-0.08977081614716154
2017-08-14,103694.81616454187,59.14772256490687,5,110030.41941564197,-0.05758046988049037
2017-08-15,103634.01437786073,59.14772256490687,5,110030.41941564197,-0.0581330605822622
2017-08-16,104883.96330156861,59.14772256490687,5,110030.41941564197,-0.04677303005301214
2017-08-17,102050.86506543405,59.14772256490687,5,110030.41941564197,-0.07252134811978683
2017-08-18,102497.28048103202,59.14772256490687,5,110030.41941564197,-0.06846414813846502
2017-08-21,102075.8506961533,59.14772256490687,5,110030.41941564197,-0.07229426881888124
2017-08-22,104788.16124113224,59.14772256490687,5,110030.41941564197,-0.04764371709524251
2017-08-23,105251.80249122216,59.14772256490687,5,110030.41941564197,-0.04342996191233717
2017-08-24,104973.80447441131,59.14772256490687,5,110030.41941564197,-0.045956517916460826
2017-08-25,105264.27262100522,59.14772256490687,5,110030.41941564197,-0.04331662843738271
2017-08-28,106527.60011809057,59.14772256490687,5,110030.41941564197,-0.03183500813824425
2017-08-29,104315.59452398962,59.14772256490687,5,110030.41941564197,-0.051938590455285705
2017-08-30,104566.0947000828,59.14772256490687,5,110030.41941564197,-0.04966194571082727
2017-08-31,104743.80915816574,59.14772256490687,5,110030.41941564197,-0.048046806379115625
2017-09-01,105672.50910813258,21172.563355499482,4,110030.41941564197,-0.0396064136686356
2017-09-05,104525.96556234782,21172.563355499482,4,110030.41941564197,-0.0500266551970594
2017-09-06,105216.06207335516,21172.563355499482,4,110030.41941564197,-0.04375478497542107
2017-09-07,105364.81564145285,21172.563355499482,4,110030.41941564197,-0.04240285367417085
2017-09-08,104142.63539238831,21172.563355499482,4,110030.41941564197,-0.053510511497847135
2017-09-11,106174.17190579302,21172.563355499482,4,110030.41941564197,-0.03504710361306451
2017-09-12,107539.9446326551,21172.563355499482,4,110030.41941564197,-0.02263442051946618
2017-09-13,106935.67379495504,21172.563355499482,4,110030.41941564197,-0.028126273053604045
2017-09-14,106698.55759783392,21172.563355499482,4,110030.41941564197,-0.030281278899991104
2017-09-15,108675.23339029125,21172.563355499482,4,110030.41941564197,-0.012316466960209271
2017-09-18,110531.35666050109,21172.563355499482,4,110531.35666050109,0.0
2017-09-19,111144.59315465833,21172.563355499482,4,111144.59315465833,0.0
2017-09-20,110120.39304446516,21172.563355499482,4,111144.59315465833,-0.009215024151179252
